No.,Time,Source,Destination,Protocol,Length,Info
24407,52.583359,104.198.218.190,10.1.10.11,TLSv1.2,919,"Application Data, Application Data, Application Data"
24426,52.648496,104.198.218.190,10.1.10.11,TLSv1.2,852,"Application Data, Application Data"
24437,52.674383,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24465,52.746781,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24472,52.773142,104.198.218.190,10.1.10.11,TLSv1.2,782,Application Data
24490,52.821316,104.198.218.190,10.1.10.11,TLSv1.2,128,Application Data
24501,52.83278,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24505,52.865207,104.198.218.190,10.1.10.11,TLSv1.2,858,"Application Data, Application Data"
24527,52.91763,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24532,52.933746,104.198.218.190,10.1.10.11,TLSv1.2,782,Application Data
24549,52.982423,104.198.218.190,10.1.10.11,TLSv1.2,932,"Application Data, Application Data, Application Data"
24562,53.002949,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24594,53.083511,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24601,53.091982,104.198.218.190,10.1.10.11,TLSv1.2,788,Application Data
24617,53.137324,104.198.218.190,10.1.10.11,TLSv1.2,927,"Application Data, Application Data, Application Data"
24631,53.173245,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24633,53.181642,104.198.218.190,10.1.10.11,TLSv1.2,859,"Application Data, Application Data"
24660,53.25266,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24685,53.336798,104.198.218.190,10.1.10.11,TLSv1.2,791,Application Data
24693,53.342669,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24703,53.381391,104.198.218.190,10.1.10.11,TLSv1.2,125,Application Data
24725,53.428733,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24728,53.445787,104.198.218.190,10.1.10.11,TLSv1.2,791,Application Data
24743,53.489764,104.198.218.190,10.1.10.11,TLSv1.2,128,Application Data
24757,53.513029,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24763,53.538904,104.198.218.190,10.1.10.11,TLSv1.2,866,"Application Data, Application Data"
24788,53.597696,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24818,53.68296,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24819,53.687168,104.198.218.190,10.1.10.11,TLSv1.2,798,Application Data
24830,53.736982,104.198.218.190,10.1.10.11,TLSv1.2,122,Application Data
24848,53.763043,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24857,53.799714,104.198.218.190,10.1.10.11,TLSv1.2,798,Application Data
24871,53.843173,104.198.218.190,10.1.10.11,TLSv1.2,125,Application Data
24883,53.85294,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24895,53.88735,104.198.218.190,10.1.10.11,TLSv1.2,871,"Application Data, Application Data"
24897,53.898187,104.198.218.190,10.1.10.11,TLSv1.2,1474,"Application Data, Application Data"
24910,53.932002,104.198.218.190,10.1.10.11,TLSv1.2,268,"Application Data, Application Data"
24922,53.943303,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24930,53.976429,104.198.218.190,10.1.10.11,TLSv1.2,801,Application Data
24949,54.022437,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24950,54.024008,104.198.218.190,10.1.10.11,TLSv1.2,948,"Application Data, Application Data, Application Data"
24968,54.07418,104.198.218.190,10.1.10.11,TLSv1.2,878,"Application Data, Application Data"
24982,54.113168,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24988,54.135722,104.198.218.190,10.1.10.11,TLSv1.2,801,Application Data
25002,54.179035,104.198.218.190,10.1.10.11,TLSv1.2,131,Application Data
25012,54.192929,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25043,54.283548,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25062,54.341111,104.198.218.190,10.1.10.11,TLSv1.2,801,Application Data
25076,54.362861,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25081,54.38512,104.198.218.190,10.1.10.11,TLSv1.2,957,"Application Data, Application Data, Application Data"
25099,54.42952,104.198.218.190,10.1.10.11,TLSv1.2,883,"Application Data, Application Data"
25108,54.452622,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25113,54.475577,104.198.218.190,10.1.10.11,TLSv1.2,885,"Application Data, Application Data"
25142,54.532787,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25149,54.561061,104.198.218.190,10.1.10.11,TLSv1.2,810,Application Data
25166,54.605086,104.198.218.190,10.1.10.11,TLSv1.2,134,Application Data
25178,54.624693,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25206,54.702991,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25210,54.722345,104.198.218.190,10.1.10.11,TLSv1.2,810,Application Data
25227,54.765959,104.198.218.190,10.1.10.11,TLSv1.2,136,Application Data
25240,54.793274,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25264,54.87306,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25274,54.911643,104.198.218.190,10.1.10.11,TLSv1.2,817,Application Data
25290,54.955047,104.198.218.190,10.1.10.11,TLSv1.2,129,Application Data
25299,54.962918,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25303,54.972119,104.198.218.190,10.1.10.11,TLSv1.2,1474,"Application Data, Application Data"
25309,54.999097,104.198.218.190,10.1.10.11,TLSv1.2,319,"Application Data, Application Data"
25327,55.042622,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25360,55.138255,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25389,55.223073,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25417,55.307049,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25457,55.392899,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25460,55.400159,104.198.218.190,10.1.10.11,TLSv1.2,817,Application Data
25484,55.447075,104.198.218.190,10.1.10.11,TLSv1.2,141,Application Data
25500,55.473091,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25508,55.49143,104.198.218.190,10.1.10.11,TLSv1.2,905,"Application Data, Application Data"
25546,55.562951,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25549,55.563685,104.198.218.190,10.1.10.11,TLSv1.2,837,Application Data
25570,55.613164,104.198.218.190,10.1.10.11,TLSv1.2,975,"Application Data, Application Data, Application Data"
25585,55.643813,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25595,55.684458,104.198.218.190,10.1.10.11,TLSv1.2,837,Application Data
25616,55.727158,104.198.218.190,10.1.10.11,TLSv1.2,128,Application Data
25624,55.732434,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25653,55.812799,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25683,55.903041,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25712,55.98277,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25744,56.072722,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25745,56.074423,104.198.218.190,10.1.10.11,TLSv1.2,837,Application Data
25765,56.119024,104.198.218.190,10.1.10.11,TLSv1.2,131,Application Data
25788,56.152808,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25831,56.242605,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25841,56.261345,104.198.218.190,10.1.10.11,TLSv1.2,850,Application Data
25869,56.305322,104.198.218.190,10.1.10.11,TLSv1.2,124,Application Data
25884,56.350416,104.198.218.190,10.1.10.11,TLSv1.2,919,"Application Data, Application Data"
25891,56.3515,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25925,56.412864,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
25962,56.574915,10.1.10.11,172.217.6.238,TLSv1.2,548,Application Data
25970,56.593865,172.217.6.238,10.1.10.11,TLSv1.2,110,Application Data
25971,56.593867,172.217.6.238,10.1.10.11,TLSv1.2,127,Application Data
25972,56.593868,172.217.6.238,10.1.10.11,TLSv1.2,100,Application Data
25974,56.595057,10.1.10.11,172.217.6.238,TLSv1.2,100,Application Data
25977,56.60805,10.1.10.11,172.217.6.238,TLSv1.2,575,Application Data
25979,56.624548,172.217.6.238,10.1.10.11,TLSv1.2,105,Application Data
25980,56.62455,172.217.6.238,10.1.10.11,TLSv1.2,127,Application Data
25981,56.62455,172.217.6.238,10.1.10.11,TLSv1.2,100,Application Data
25983,56.627322,10.1.10.11,172.217.6.238,TLSv1.2,100,Application Data
25985,56.636756,10.1.10.11,172.217.6.238,TLSv1.2,548,Application Data
25990,56.654702,172.217.6.238,10.1.10.11,TLSv1.2,105,Application Data
25992,56.655358,172.217.6.238,10.1.10.11,TLSv1.2,127,Application Data
25993,56.65536,172.217.6.238,10.1.10.11,TLSv1.2,100,Application Data
25995,56.655736,10.1.10.11,172.217.6.238,TLSv1.2,100,Application Data
25996,56.660561,10.1.10.11,172.217.6.238,TLSv1.2,576,Application Data
26002,56.662878,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
26008,56.663523,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
26011,56.676984,172.217.6.238,10.1.10.11,TLSv1.2,105,Application Data
26012,56.676985,172.217.6.238,10.1.10.11,TLSv1.2,127,Application Data
26014,56.677464,172.217.6.238,10.1.10.11,TLSv1.2,100,Application Data
26018,56.678303,10.1.10.11,172.217.6.238,TLSv1.2,100,Application Data
26044,56.742408,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
26052,56.752844,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
26106,56.843556,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
26127,56.923369,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
26141,56.979203,104.198.218.190,10.1.10.11,TLSv1.2,858,Application Data
26152,57.020652,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
26160,57.061378,104.198.218.190,10.1.10.11,TLSv1.2,858,Application Data
26177,57.092689,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
26178,57.105867,104.198.218.190,10.1.10.11,TLSv1.2,120,Application Data
26197,57.174449,104.198.218.190,10.1.10.11,TLSv1.2,858,Application Data
26205,57.182644,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
26207,57.218161,104.198.218.190,10.1.10.11,TLSv1.2,123,Application Data
26221,57.261495,104.198.218.190,10.1.10.11,TLSv1.2,927,"Application Data, Application Data"
26228,57.262862,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
26234,57.30552,104.198.218.190,10.1.10.11,TLSv1.2,927,"Application Data, Application Data"
26252,57.34928,104.198.218.190,10.1.10.11,TLSv1.2,930,"Application Data, Application Data"
26259,57.352804,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
26279,57.432992,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
26286,57.457353,104.198.218.190,10.1.10.11,TLSv1.2,858,Application Data
26311,57.50189,104.198.218.190,10.1.10.11,TLSv1.2,1005,"Application Data, Application Data, Application Data"
26324,57.523089,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
26361,57.602805,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
26391,57.693081,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
26394,57.707177,104.198.218.190,10.1.10.11,TLSv1.2,858,Application Data
26409,57.751815,104.198.218.190,10.1.10.11,TLSv1.2,134,Application Data
26422,57.782747,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
26428,57.797551,104.198.218.190,10.1.10.11,TLSv1.2,938,"Application Data, Application Data"
26452,57.863404,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
26505,57.953725,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
26511,57.968166,104.198.218.190,10.1.10.11,TLSv1.2,858,Application Data
26516,57.980271,10.1.10.11,104.198.218.190,TLSv1.2,89,Application Data
26538,58.011841,104.198.218.190,10.1.10.11,TLSv1.2,137,Application Data
26547,58.025359,104.198.218.190,10.1.10.11,TLSv1.2,85,Application Data
